observation_id,observation_hash,property_id,property_name,source_platform,stay_date,observed_at_jst,room_product_key,room_type_name,rate_plan_key,rate_plan_name,search_adults,search_children,search_rooms,length_of_stay,currency,observed_price,availability_status,inventory_count,inventory_count_semantics,inventory_scope,source_quality,raw_evidence_hash,collector_run_id
jalan|hammond|2026-08-14|text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【スタンダード和室】当館基本★36m2・10畳 バストイレ付/禁煙 ポイント2% 禁煙ルーム 部屋で|text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事: 食事なし チェックイン 15:00~ チェックアウト ~10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流|2|0|1|1|core_competitor_obs_20260812_001154,53975f79c2dbed01c5896f2aa21ed91043f6bdf77e2fc3166593c5f4eac444ce,hammond,HAMMOND,jalan,2026-08-14,2026-08-12T00:13:35+09:00,text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【スタンダード和室】当館基本★36m2・10畳 バストイレ付/禁煙 ポイント2% 禁煙ルーム 部屋で,ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【スタンダード和室】当館基本★36㎡・10畳 バストイレ付／禁煙 ポイント2% 禁煙ルーム 部屋で,text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事: 食事なし チェックイン 15:00~ チェックアウト ~10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流,【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ！７箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事： 食事なし チェックイン 15:00～ チェックアウト ～10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流,2,0,1,1,JPY,20500,AVAILABLE,1,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,da3b1e91be3701148c6b3a13f73e2a21cfe311d135c5cca1fab486e0d9a8cda0,core_competitor_obs_20260812_001154
jalan|hammond|2026-08-15|text:テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室二間トリプルベッド】42m2・15畳 トイレ付/禁煙 ポイント2% 禁煙ルーム 部|text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事: 食事なし チェックイン 15:00~ チェックアウト ~10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流|2|0|1|1|core_competitor_obs_20260812_001154,b27b28fca651dfb43c38e6e13199de53e60de4fe314f08c38da2f83bb6be8fc8,hammond,HAMMOND,jalan,2026-08-15,2026-08-12T00:13:43+09:00,text:テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室二間トリプルベッド】42m2・15畳 トイレ付/禁煙 ポイント2% 禁煙ルーム 部,テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室二間トリプルベッド】42㎡・15畳 トイレ付／禁煙 ポイント2% 禁煙ルーム 部,text:【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ!7箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事: 食事なし チェックイン 15:00~ チェックアウト ~10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流,【基本プラン☆素泊まり】蔵王温泉リーズナブルステイ！７箇所の湯めぐり無料特典♪ご夕食は温泉街へ オンラインカード決済専用 食事： 食事なし チェックイン 15:00～ チェックアウト ～10:00 【丸太造りの温泉浴場】蔵王の豊かな自然の中、歴史ある効能豊かな蔵王温泉を源泉かけ流,2,0,1,1,JPY,15300,AVAILABLE,1,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,6ee2e5bf401846a70a91d5e758a1bc04afa7f55ec6fdc56205080fc88ba90d49,core_competitor_obs_20260812_001154
jalan|yoshidaya|2026-08-13|text:テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室12.5畳】広々とした客室/トイレ共用 禁煙 ポイント2% 禁煙ルーム 部屋でイ|text:【素泊まりプラン】蔵王温泉を心ゆくまで堪能!湯めぐり無料特典付き♪お食事は温泉街へgo!|2|0|1|1|core_competitor_obs_20260812_001154,c8509a7380629965977e9bcf481fab1b765f87f9e0c30a0c8cc61fadc9b7268b,yoshidaya,吉田屋,jalan,2026-08-13,2026-08-12T00:13:51+09:00,text:テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室12.5畳】広々とした客室/トイレ共用 禁煙 ポイント2% 禁煙ルーム 部屋でイ,テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室12.5畳】広々とした客室／トイレ共用 禁煙 ポイント2% 禁煙ルーム 部屋でイ,text:【素泊まりプラン】蔵王温泉を心ゆくまで堪能!湯めぐり無料特典付き♪お食事は温泉街へgo!,【素泊まりプラン】蔵王温泉を心ゆくまで堪能！湯めぐり無料特典付き♪お食事は温泉街へGO！,2,0,1,1,JPY,15950,AVAILABLE,1,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,a149421094db83306be8484e9cc79091a85e97da959fe8232dc20a728dbaae0f,core_competitor_obs_20260812_001154
jalan|yoshidaya|2026-08-14|text:テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室12.5畳】広々とした客室/トイレ共用 禁煙 ポイント2% 禁煙ルーム 部屋でイ|text:【素泊まりプラン】蔵王温泉を心ゆくまで堪能!湯めぐり無料特典付き♪お食事は温泉街へgo!|2|0|1|1|core_competitor_obs_20260812_001154,d8b8e2db568dc6b49e5ae38f8acbaf2c9d4f74fb16fc30a6541cd55b9fb9e463,yoshidaya,吉田屋,jalan,2026-08-14,2026-08-12T00:13:59+09:00,text:テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室12.5畳】広々とした客室/トイレ共用 禁煙 ポイント2% 禁煙ルーム 部屋でイ,テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室12.5畳】広々とした客室／トイレ共用 禁煙 ポイント2% 禁煙ルーム 部屋でイ,text:【素泊まりプラン】蔵王温泉を心ゆくまで堪能!湯めぐり無料特典付き♪お食事は温泉街へgo!,【素泊まりプラン】蔵王温泉を心ゆくまで堪能！湯めぐり無料特典付き♪お食事は温泉街へGO！,2,0,1,1,JPY,15950,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,34be3a6d8b919894bf6668d94c70d0c49f6e70a13b8cf1ec946c759439b61cb4,core_competitor_obs_20260812_001154
jalan|yoshidaya|2026-08-15|text:テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室13畳】広々とした和室/トイレ付 禁煙 ポイント2% 禁煙ルーム 部屋でインター|text:【素泊まりプラン】蔵王温泉を心ゆくまで堪能!湯めぐり無料特典付き♪お食事は温泉街へgo!|2|0|1|1|core_competitor_obs_20260812_001154,83d338dc001427183064c842f9855031f0e2f1cfdea39c18cd4357d7ddeaa92a,yoshidaya,吉田屋,jalan,2026-08-15,2026-08-12T00:14:07+09:00,text:テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室13畳】広々とした和室/トイレ付 禁煙 ポイント2% 禁煙ルーム 部屋でインター,テージプログラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【和室13畳】広々とした和室／トイレ付 禁煙 ポイント2% 禁煙ルーム 部屋でインター,text:【素泊まりプラン】蔵王温泉を心ゆくまで堪能!湯めぐり無料特典付き♪お食事は温泉街へgo!,【素泊まりプラン】蔵王温泉を心ゆくまで堪能！湯めぐり無料特典付き♪お食事は温泉街へGO！,2,0,1,1,JPY,14850,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,aaebd18b06ca3c255640f00fbc8970a04ca86394e80cd63c363f28aab96365d9,core_competitor_obs_20260812_001154
jalan|oakhill|2026-08-13|text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド+和室50m2 バストイレ付/禁煙 ポイント2% 特別室・離れ・スイー|text:【朝食無料サービス】~onsen&stay~森に包まれたリゾート空間で蔵王の名湯を満喫/ご夕食は温泉街へ オンラインカード決済専用 食事: 朝のみ チェックイン 15:00~ チェックアウト ~10:00 【岩&檜露天風呂】開放的な景色を眺めながら、岩と檜の2種類の露天風呂を満喫|2|0|1|1|core_competitor_obs_20260812_001154,ae5057022666dec635e8ca1e9e871f169f253833e097d1283fdc4c541d50d928,oakhill,ONSEN & STAY OAKHILL,jalan,2026-08-13,2026-08-12T00:14:14+09:00,text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド+和室50m2 バストイレ付/禁煙 ポイント2% 特別室・離れ・スイー,ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド＋和室50㎡ バストイレ付／禁煙 ポイント2% 特別室・離れ・スイー,text:【朝食無料サービス】~onsen&stay~森に包まれたリゾート空間で蔵王の名湯を満喫/ご夕食は温泉街へ オンラインカード決済専用 食事: 朝のみ チェックイン 15:00~ チェックアウト ~10:00 【岩&檜露天風呂】開放的な景色を眺めながら、岩と檜の2種類の露天風呂を満喫,【朝食無料サービス】～ONSEN＆STAY～森に包まれたリゾート空間で蔵王の名湯を満喫／ご夕食は温泉街へ オンラインカード決済専用 食事： 朝のみ チェックイン 15:00～ チェックアウト ～10:00 【岩＆檜露天風呂】開放的な景色を眺めながら、岩と檜の２種類の露天風呂を満喫,2,0,1,1,JPY,19000,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,79378ed27b0a938e863a116125fd4d71741a935970fcf88fbcbd1e1e56eb723e,core_competitor_obs_20260812_001154
jalan|oakhill|2026-08-14|text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド+和室50m2 バストイレ付/禁煙 ポイント2% 特別室・離れ・スイー|text:【朝食無料サービス】~onsen&stay~森に包まれたリゾート空間で蔵王の名湯を満喫/ご夕食は温泉街へ オンラインカード決済専用 食事: 朝のみ チェックイン 15:00~ チェックアウト ~10:00 【岩&檜露天風呂】開放的な景色を眺めながら、岩と檜の2種類の露天風呂を満喫|2|0|1|1|core_competitor_obs_20260812_001154,214106399a286997f6da1ed0f52014e0eefabde21ac7345dc34379b47527f7fd,oakhill,ONSEN & STAY OAKHILL,jalan,2026-08-14,2026-08-12T00:14:21+09:00,text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド+和室50m2 バストイレ付/禁煙 ポイント2% 特別室・離れ・スイー,ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド＋和室50㎡ バストイレ付／禁煙 ポイント2% 特別室・離れ・スイー,text:【朝食無料サービス】~onsen&stay~森に包まれたリゾート空間で蔵王の名湯を満喫/ご夕食は温泉街へ オンラインカード決済専用 食事: 朝のみ チェックイン 15:00~ チェックアウト ~10:00 【岩&檜露天風呂】開放的な景色を眺めながら、岩と檜の2種類の露天風呂を満喫,【朝食無料サービス】～ONSEN＆STAY～森に包まれたリゾート空間で蔵王の名湯を満喫／ご夕食は温泉街へ オンラインカード決済専用 食事： 朝のみ チェックイン 15:00～ チェックアウト ～10:00 【岩＆檜露天風呂】開放的な景色を眺めながら、岩と檜の２種類の露天風呂を満喫,2,0,1,1,JPY,32500,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,d6606f1d12888ce5da15c42c3a3d5193943c8a1cb24e965930ae3e977f99a579,core_competitor_obs_20260812_001154
jalan|oakhill|2026-08-15|text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド+和室50m2 バストイレ付/禁煙 ポイント2% 特別室・離れ・スイー|text:【朝食無料サービス】~onsen&stay~森に包まれたリゾート空間で蔵王の名湯を満喫/ご夕食は温泉街へ オンラインカード決済専用 食事: 朝のみ チェックイン 15:00~ チェックアウト ~10:00 【岩&檜露天風呂】開放的な景色を眺めながら、岩と檜の2種類の露天風呂を満喫|2|0|1|1|core_competitor_obs_20260812_001154,dac8c46b5637918882b7fda560b8823048699c09f7dec4de924b547333ac953d,oakhill,ONSEN & STAY OAKHILL,jalan,2026-08-15,2026-08-12T00:14:29+09:00,text:ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド+和室50m2 バストイレ付/禁煙 ポイント2% 特別室・離れ・スイー,ラムの説明をみる 大人1名(税込) 合計(税込) 1泊 大人2名 【デラックス和洋室】洋室ベッド＋和室50㎡ バストイレ付／禁煙 ポイント2% 特別室・離れ・スイー,text:【朝食無料サービス】~onsen&stay~森に包まれたリゾート空間で蔵王の名湯を満喫/ご夕食は温泉街へ オンラインカード決済専用 食事: 朝のみ チェックイン 15:00~ チェックアウト ~10:00 【岩&檜露天風呂】開放的な景色を眺めながら、岩と檜の2種類の露天風呂を満喫,【朝食無料サービス】～ONSEN＆STAY～森に包まれたリゾート空間で蔵王の名湯を満喫／ご夕食は温泉街へ オンラインカード決済専用 食事： 朝のみ チェックイン 15:00～ チェックアウト ～10:00 【岩＆檜露天風呂】開放的な景色を眺めながら、岩と檜の２種類の露天風呂を満喫,2,0,1,1,JPY,19000,AVAILABLE,3,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,f5eab957d1fa112d0c70badcdbb1972d60f5e6435b9a47da43aff808baba85cc,core_competitor_obs_20260812_001154
booking|hammond|2026-08-13|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,9f4e4f339221e717a5f4bb3b02c377e9b685007294157f83745e6d0f525c1ae5,hammond,HAMMOND,booking,2026-08-13,2026-08-12T00:16:41+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,19812,AVAILABLE,2,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,5ba5bcf983483d1512217d4f869dfe45a6871ad52f27dd2de0b4c50171c0b866,core_competitor_obs_20260812_001634
booking|hammond|2026-08-14|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,8ee9a826e496da061fecfa16d81ad4ffe49e436abb3d28b3a404464b1552e874,hammond,HAMMOND,booking,2026-08-14,2026-08-12T00:16:50+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,25797,AVAILABLE,,BINARY_AVAILABILITY,UNKNOWN,HIGH,8f55c1a5a3e2ab35feecb5766a513463af036be2b1a3d0818a878ab269ae1f06,core_competitor_obs_20260812_001634
booking|hammond|2026-08-15|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,393f7d2dbb54e29a06be91dbe2070391c5646476893b49ce4a6f50de61f66e3a,hammond,HAMMOND,booking,2026-08-15,2026-08-12T00:17:01+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,19812,AVAILABLE,5,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,0965b3faffa61a908c2177a74e6b9d881b3e8ccf82eed5f1d2c1a7926e59c2fb,core_competitor_obs_20260812_001634
booking|yoshidaya|2026-08-13|text:和室|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,3efcf3d6e09e1f1f536cbdb121ae71e6ca77c87d4ba6e18ce833c31183e359da,yoshidaya,吉田屋,booking,2026-08-13,2026-08-12T00:17:11+09:00,text:和室,和室,,,2,0,1,1,JPY,24710,AVAILABLE,7,PUBLIC_SCARCITY_COUNT,PRODUCT,MEDIUM,2ef28130a0103f8938bcd2eef7182ccdeb623617e57405466f49617af544e628,core_competitor_obs_20260812_001634
booking|yoshidaya|2026-08-14|text:和室|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,db7539c13848cfa98fcd3ee1264ceb9698ee05892bcd2526263d9212964ec0e4,yoshidaya,吉田屋,booking,2026-08-14,2026-08-12T00:17:23+09:00,text:和室,和室,,,2,0,1,1,JPY,24710,AVAILABLE,7,PUBLIC_SCARCITY_COUNT,PRODUCT,MEDIUM,900875a258865900596a6fa1f9787d5ea01dee27ab832b9c4e2f0685771f67d2,core_competitor_obs_20260812_001634
booking|yoshidaya|2026-08-15|text:和室|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,c94c01fc34d0dbbc97bb8daddf1419c82f9f78109cba66ad31a6911709f2579a,yoshidaya,吉田屋,booking,2026-08-15,2026-08-12T00:17:32+09:00,text:和室,和室,,,2,0,1,1,JPY,21622,AVAILABLE,,BINARY_AVAILABILITY,UNKNOWN,HIGH,4e9fb2376a8d1c93694918f8787cae19147e5f2bb4e0bf178f9170a3b34de895,core_competitor_obs_20260812_001634
booking|oakhill|2026-08-13|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,b08dc071686c85a1543b679a8baa80995f0e259931e8a6509fcc5f9a3af4613f,oakhill,ONSEN & STAY OAKHILL,booking,2026-08-13,2026-08-12T00:17:43+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,26027,AVAILABLE,1,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,7a0a81f008f64169de35302454bb161c22c864b0c8a1501214a2eb3387962b8c,core_competitor_obs_20260812_001634
booking|oakhill|2026-08-14|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,686c2ea198a7882dcd298ef9876904c28627f65fef397dc2572550e1ed8ff846,oakhill,ONSEN & STAY OAKHILL,booking,2026-08-14,2026-08-12T00:17:53+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,45027,AVAILABLE,1,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,8360a002953cf84246958496be073414891163e6fc513c33f52e006ac798aab7,core_competitor_obs_20260812_001634
booking|oakhill|2026-08-15|text:ツインルーム|bed:シングルベッド2台|unknown_rate|2|0|1|1|core_competitor_obs_20260812_001634,829f1a94d33b954eb2006b3b0b460c2c51215c3349b216016a4a579dc8924f0f,oakhill,ONSEN & STAY OAKHILL,booking,2026-08-15,2026-08-12T00:18:05+09:00,text:ツインルーム|bed:シングルベッド2台,ツインルーム,,,2,0,1,1,JPY,18475,AVAILABLE,6,PUBLIC_SCARCITY_COUNT,PRODUCT,HIGH,899e2712b542f7c7534b8a48e9aa41c0414a24baad229f9973635746a59dbcd9,core_competitor_obs_20260812_001634
