row_id,row_hash,shard_month,collected_date_jst,collected_at_jst,normalized_at_jst,source,source_phase,collector_stage,canonical_property_name,source_property_name,property_identity_match,source_property_id,source_slug_or_code,checkin,checkout,stay_nights,group_adults,no_rooms,group_children,currency,language,stay_scope,availability_status,sold_out_status,normalized_total_price,normalized_total_price_source,normalized_total_price_basis,normalized_total_price_confidence,basis_confidence,basis_note,source_primary_price,source_secondary_price_or_adder,source_computed_total,source_tax_or_fee_classification,source_classification,is_price_usable_for_dp_direct,is_price_usable_for_dp_directional,is_price_excluded_from_dp,dp_exclusion_reason,warning_flags,source_report_path,source_csv_path,debug_artifact_path,schema_version
2026-06-29|jalan|ペンション木いちご|yad325769|2027-02-11|2027-02-12|2_adults_1_room_1_night,170cc405454d7d73ff523cadc47e100dc199d73bcca88582a7a47c235da57567,2027_02,2026-06-29,2026-06-29T02:00:06+09:00,2026-06-29T02:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,ペンション木いちご,true,yad325769,yad325769,2027-02-11,2027-02-12,1,2,1,0,JPY,ja,2_adults_1_room_1_night,failed,not_sold_out_confirmed,,,missing_or_unclear,insufficient,insufficient,Jalan status could not be determined conservatively.,,,,missing_or_unclear,jalan_failed_excluded,false,false,true,Jalan status could not be determined conservatively.,tax_included_total_not_confirmed;meal_condition_missing,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260629_020006/jalan/classification_decisions/yad325769_2027-02-11.json,zao_local_history_v1
2026-06-30|jalan|ペンション木いちご|yad325769|2027-02-06|2027-02-07|2_adults_1_room_1_night,4ab95c6b453e9f8af6bd05db9e758070135e1591fafba75a652932a703513064,2027_02,2026-06-30,2026-06-30T02:00:06+09:00,2026-06-30T02:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-06,2027-02-07,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260630_020006/jalan/classification_decisions/yad325769_2027-02-06.json,zao_local_history_v1
2026-06-30|jalan|ペンション木いちご|yad325769|2027-02-11|2027-02-12|2_adults_1_room_1_night,832d0089d19f4f27c64ff7a96df447b0357d0fb4ee023ba9d9a8eea24bfdea48,2027_02,2026-06-30,2026-06-30T02:00:06+09:00,2026-06-30T02:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-11,2027-02-12,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260630_020006/jalan/classification_decisions/yad325769_2027-02-11.json,zao_local_history_v1
2026-07-01|jalan|ペンション木いちご|yad325769|2027-02-06|2027-02-07|2_adults_1_room_1_night,3b0be1758d732e0d0b59e4deecb27ca3a4af3ca0b08f93211f1af3cfa6399fdc,2027_02,2026-07-01,2026-07-01T02:00:02+09:00,2026-07-01T02:00:02+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-06,2027-02-07,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260701_020002/jalan/classification_decisions/yad325769_2027-02-06.json,zao_local_history_v1
2026-07-01|jalan|ペンション木いちご|yad325769|2027-02-11|2027-02-12|2_adults_1_room_1_night,df8e7735854303b28b4b54a47f496330949a604c2b6ff7191279cdf97b05378f,2027_02,2026-07-01,2026-07-01T02:00:02+09:00,2026-07-01T02:00:02+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-11,2027-02-12,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260701_020002/jalan/classification_decisions/yad325769_2027-02-11.json,zao_local_history_v1
2026-07-01|jalan|ペンション木いちご|yad325769|2027-02-13|2027-02-14|2_adults_1_room_1_night,12ec12bfd148b437a93aa89a1f0ce308c5a57ab853b478957c605e8080a2093d,2027_02,2026-07-01,2026-07-01T04:00:06+09:00,2026-07-01T04:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-13,2027-02-14,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260701_040006/jalan/classification_decisions/yad325769_2027-02-13.json,zao_local_history_v1
2026-07-02|jalan|ペンション木いちご|yad325769|2027-02-06|2027-02-07|2_adults_1_room_1_night,2dc664e21eb15ae923df7b4424bba6a1828578c09c1fb0e85a1219b9653fb616,2027_02,2026-07-02,2026-07-02T10:00:05+09:00,2026-07-02T10:00:05+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-06,2027-02-07,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,price_basis_or_date_scope_unclear,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260702_100005/jalan/classification_decisions/yad325769_2027-02-06.json,zao_local_history_v1
2026-07-02|jalan|ペンション木いちご|yad325769|2027-02-11|2027-02-12|2_adults_1_room_1_night,3084925ab4594d16eee931b7fc04b07856078b5dfb549f943c5df38d309e62c1,2027_02,2026-07-02,2026-07-02T12:00:06+09:00,2026-07-02T12:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-11,2027-02-12,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260702_120006/jalan/classification_decisions/yad325769_2027-02-11.json,zao_local_history_v1
2026-07-03|jalan|ペンション木いちご|yad325769|2027-02-13|2027-02-14|2_adults_1_room_1_night,cc5a3bd44455525b690c58e3fa316a50c915dd657d4321b64bee2708ae3450f6,2027_02,2026-07-03,2026-07-03T06:00:06+09:00,2026-07-03T06:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-13,2027-02-14,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260703_060006/jalan/classification_decisions/yad325769_2027-02-13.json,zao_local_history_v1
2026-07-03|jalan|ペンション木いちご|yad325769|2027-02-06|2027-02-07|2_adults_1_room_1_night,5a25e3e1eced22c868166bf73e0cf1f0ee4263c7f7107576b94db51ba864ac65,2027_02,2026-07-03,2026-07-03T20:00:06+09:00,2026-07-03T20:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-06,2027-02-07,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260703_200006/jalan/classification_decisions/yad325769_2027-02-06.json,zao_local_history_v1
2026-07-04|jalan|ペンション木いちご|yad325769|2027-02-11|2027-02-12|2_adults_1_room_1_night,7dcd843d54065656bc380b90a7bf1cc3b00b00b0ae566dc9bfccbc533e88ac59,2027_02,2026-07-04,2026-07-04T02:00:05+09:00,2026-07-04T02:00:05+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-11,2027-02-12,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260704_020005/jalan/classification_decisions/yad325769_2027-02-11.json,zao_local_history_v1
2026-07-05|jalan|ペンション木いちご|yad325769|2027-02-06|2027-02-07|2_adults_1_room_1_night,85a3302151b4440e7ca184549588184336334fde54bff888df3ed0d8e2b65969,2027_02,2026-07-05,2026-07-05T00:00:01+09:00,2026-07-05T00:00:01+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-06,2027-02-07,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260705_000001/jalan/classification_decisions/yad325769_2027-02-06.json,zao_local_history_v1
2026-07-05|jalan|ペンション木いちご|yad325769|2027-02-11|2027-02-12|2_adults_1_room_1_night,8824f314ed4ed420e6c4e904c8558bf336bc7e277c0d917d7ace530f8eb30401,2027_02,2026-07-05,2026-07-05T06:00:05+09:00,2026-07-05T06:00:05+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-11,2027-02-12,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260705_060005/jalan/classification_decisions/yad325769_2027-02-11.json,zao_local_history_v1
2026-07-05|jalan|ペンション木いちご|yad325769|2027-02-13|2027-02-14|2_adults_1_room_1_night,01c5b8c38f376ad7d63b6616ab290e6b93989a3c56578451b4406b49473470f1,2027_02,2026-07-05,2026-07-05T12:00:05+09:00,2026-07-05T12:00:05+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-13,2027-02-14,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260705_120005/jalan/classification_decisions/yad325769_2027-02-13.json,zao_local_history_v1
2026-07-06|jalan|ペンション木いちご|yad325769|2027-02-06|2027-02-07|2_adults_1_room_1_night,52b48df5898331012ac32434960b5492d6b4fe967a77ddaf905144e82092b144,2027_02,2026-07-06,2026-07-06T12:00:06+09:00,2026-07-06T12:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-06,2027-02-07,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260706_120006/jalan/classification_decisions/yad325769_2027-02-06.json,zao_local_history_v1
2026-07-06|jalan|ペンション木いちご|yad325769|2027-02-11|2027-02-12|2_adults_1_room_1_night,494953efddcf5b7c23c0b010191d37164882f9ad34925b44f8bad9cb00aa0cb9,2027_02,2026-07-06,2026-07-06T14:00:06+09:00,2026-07-06T14:00:06+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-11,2027-02-12,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260706_140006/jalan/classification_decisions/yad325769_2027-02-11.json,zao_local_history_v1
2026-07-06|jalan|ペンション木いちご|yad325769|2027-02-13|2027-02-14|2_adults_1_room_1_night,2845fce9b794e6f4403c8bfc66216b6e3a2c402e14d71ad0bcf8b03b3d08bc7b,2027_02,2026-07-06,2026-07-06T18:00:07+09:00,2026-07-06T18:00:07+09:00,jalan,AUTO-RUNNER10X,integrated_jalan_bounded_live,ペンション木いちご,国内旅行・海外旅行や宿・ホテルの宿泊予約はじゃらんnet　～日本最大級の宿・ホテル予約サイト～,true,yad325769,yad325769,2027-02-13,2027-02-14,1,2,1,0,JPY,ja,2_adults_1_room_1_night,sold_out,sold_out,,,missing_or_unclear,insufficient,insufficient,selected_date_calendar_sold_out,,,,missing_or_unclear,jalan_sold_out_excluded,false,false,true,sold_out_without_price,page_chrome_coupon_or_discount_evidence;tax_included_total_not_confirmed,,,/Users/gini/Documents/ZMI/zao-market-intelligence/.data/debug/auto-runner-market-refresh-rotating/20260706_180007/jalan/classification_decisions/yad325769_2027-02-13.json,zao_local_history_v1
